DateTime,SpotPrice_RRP,PredictedPrice_90q
2025-04-14 12:30:00,28.47,51.17985910845658
2025-04-14 13:00:00,7.58,53.511900306502675
2025-04-14 13:30:00,27.87,41.02187074476542
2025-04-14 14:00:00,51.68,59.44724330681112
2025-04-14 14:30:00,53.25,80.59153883569762
2025-04-14 15:00:00,37.2,87.60453425385013
2025-04-14 15:30:00,53.83,82.83666907515436
2025-04-14 16:00:00,58.0,97.55543804286575
2025-04-14 16:30:00,89.24,110.9276769416487
2025-04-14 17:00:00,131.63,142.37088308932215
2025-04-14 17:30:00,280.11,189.95714578400066
2025-04-14 18:00:00,195.9,276.0677237953633
2025-04-14 18:30:00,153.9,257.9659107148383
2025-04-14 19:00:00,136.46,176.04065421542066
2025-04-14 19:30:00,113.18,151.2096318983357
2025-04-14 20:00:00,99.55,127.17764313294164
2025-04-14 20:30:00,108.68,118.25055010950325
2025-04-14 21:00:00,109.38,129.6231818967707
2025-04-14 21:30:00,92.51,120.52720847831915
2025-04-14 22:00:00,78.56,106.86883353825509
2025-04-14 22:30:00,96.13,91.91168403775282
2025-04-14 23:00:00,85.65,114.98474068115138
2025-04-14 23:30:00,82.21,98.2271484757499
2025-04-15 00:00:00,71.69,89.6549413891675
2025-04-15 00:30:00,79.91,81.99562602201969
2025-04-15 01:00:00,77.94,84.8869484632274
2025-04-15 01:30:00,67.81,85.47275121489065
2025-04-15 02:00:00,61.2,78.01267695683786
2025-04-15 02:30:00,57.23,72.69092269663564
2025-04-15 03:00:00,60.56,65.89680408690954
2025-04-15 03:30:00,68.82,72.54338626374143
2025-04-15 04:00:00,74.04,81.19878908394759
2025-04-15 04:30:00,76.75,84.45502848681151
2025-04-15 05:00:00,76.92,87.02366174442678
2025-04-15 05:30:00,77.53,90.03649830906653
2025-04-15 06:00:00,80.07,92.13096629968466
2025-04-15 06:30:00,125.55,103.82989917160107
2025-04-15 07:00:00,129.2,147.65734842280114
2025-04-15 07:30:00,85.55,151.14383859054638
2025-04-15 08:00:00,17.55,100.4624007368712
2025-04-15 08:30:00,23.08,55.32191916587908
2025-04-15 09:00:00,42.53,59.74737484406913
2025-04-15 09:30:00,38.38,69.66496305641529
2025-04-15 10:00:00,22.86,71.89782506775424
2025-04-15 10:30:00,12.12,51.146925020712274
2025-04-15 11:00:00,6.47,42.28915134647707
2025-04-15 11:30:00,14.87,37.63345881918657
2025-04-15 12:00:00,45.17,44.24360205485768
2025-04-15 12:30:00,42.67,61.3141141756909
2025-04-15 13:00:00,27.19,62.50056503353286
2025-04-15 13:30:00,-6.4,51.92207096271071
2025-04-15 14:00:00,19.54,44.42309720648732
2025-04-15 14:30:00,78.63,57.041072396210986
2025-04-15 15:00:00,92.86,101.3960870533678
2025-04-15 15:30:00,84.76,124.38158822130423
2025-04-15 16:00:00,85.94,118.80172080497952
2025-04-15 16:30:00,142.85,130.2143720669732
2025-04-15 17:00:00,187.99,235.31816450118276
2025-04-15 17:30:00,231.53,255.88727935056997
2025-04-15 18:00:00,268.04,255.2955403646058
2025-04-15 18:30:00,200.53,960.4297267998182
2025-04-15 19:00:00,166.95,203.27352566072935
2025-04-15 19:30:00,161.66,181.81363472612267
2025-04-15 20:00:00,156.25,182.18380436276894
2025-04-15 20:30:00,160.65,177.3484491221973
2025-04-15 21:00:00,159.94,180.29735751941342
2025-04-15 21:30:00,155.36,180.46368772896437
2025-04-15 22:00:00,142.36,175.96508632412926
2025-04-15 22:30:00,155.64,170.3564595495814
2025-04-15 23:00:00,142.16,176.78823457918838
2025-04-15 23:30:00,147.63,167.3916171792594
2025-04-16 00:00:00,132.35,166.02403341365874
2025-04-16 00:30:00,124.02,138.87412384461555
2025-04-16 01:00:00,115.08,133.3436047536152
2025-04-16 01:30:00,112.81,126.06475942147237
2025-04-16 02:00:00,104.55,122.64693228393924
2025-04-16 02:30:00,106.12,108.26925932230282
2025-04-16 03:00:00,100.58,109.59684611871677
2025-04-16 03:30:00,101.11,108.33862596751317
2025-04-16 04:00:00,87.69,112.46288919698512
2025-04-16 04:30:00,94.46,99.27789430238848
2025-04-16 05:00:00,90.46,107.48751304744681
2025-04-16 05:30:00,108.07,107.6074110940904
2025-04-16 06:00:00,119.94,126.18824989984977
2025-04-16 06:30:00,152.4,159.29242299011264
2025-04-16 07:00:00,157.43,189.50509469930043
2025-04-16 07:30:00,69.59,196.18877772892745
2025-04-16 08:00:00,60.22,85.06716846690401
2025-04-16 08:30:00,49.97,75.14829596849516
2025-04-16 09:00:00,44.21,69.83398217855117
2025-04-16 09:30:00,38.85,63.888545132472395
2025-04-16 10:00:00,41.23,63.83673823967779
2025-04-16 10:30:00,34.52,63.9853961195995
2025-04-16 11:00:00,37.12,56.91161098364313
2025-04-16 11:30:00,44.63,59.26739043746626
2025-04-16 12:00:00,37.51,61.38396510636469
2025-04-16 12:30:00,39.41,59.67465240005354
2025-04-16 13:00:00,23.83,59.21332416452245
2025-04-16 13:30:00,21.26,52.87939783695291
2025-04-16 14:00:00,19.51,54.17158194386723
2025-04-16 14:30:00,29.62,53.83084792246923
2025-04-16 15:00:00,41.04,62.06477466864883
2025-04-16 15:30:00,73.57,73.95477749526981
2025-04-16 16:00:00,118.49,109.51276130145838
2025-04-16 16:30:00,189.52,210.19017597546443
2025-04-16 17:00:00,202.46,274.9543664159832
2025-04-16 17:30:00,279.49,262.7874674872147
2025-04-16 18:00:00,293.37,301.70847434010943
2025-04-16 18:30:00,267.85,285.6882341800372
2025-04-16 19:00:00,200.01,253.13630300004482
2025-04-16 19:30:00,158.83,206.51756995605072
2025-04-16 20:00:00,139.98,178.7623821290352
2025-04-16 20:30:00,157.27,166.61980870015492
2025-04-16 21:00:00,154.54,175.57093256883346
2025-04-16 21:30:00,161.0,174.56317954221336
2025-04-16 22:00:00,147.01,176.6726512302541
2025-04-16 22:30:00,161.97,178.3012141459629
2025-04-16 23:00:00,162.46,182.02087995409016
2025-04-16 23:30:00,175.92,177.786270587773
2025-04-17 00:00:00,177.55,190.05984267170982
